CountryID,Attribute,Value
SVN,medical,227873
SVN,domestic,1052324.75
SWE,agricultural,2205186
SWE,construction,152012352
SWE,e-waste,721671
SWE,hazardous,2568154
SWE,industrial,0
SWE,medical,1315108
SWE,domestic,4618168.5
SWZ,agricultural,0
SWZ,construction,0
SWZ,e-waste,5700
SWZ,hazardous,0
SWZ,industrial,0
SWZ,medical,0
SWZ,domestic,218199.47
SXM,agricultural,0
SXM,construction,0
SXM,e-waste,0
SXM,hazardous,0
SXM,industrial,0
SXM,medical,0
SXM,domestic,0
SYC,agricultural,0
SYC,construction,0
SYC,e-waste,1100
SYC,hazardous,0
SYC,industrial,0
SYC,medical,0
SYC,domestic,48000
SYR,agricultural,0
SYR,construction,0
SYR,e-waste,0
SYR,hazardous,68000
SYR,industrial,0
SYR,medical,4600
SYR,domestic,4500000
TCA,agricultural,0
TCA,construction,0
TCA,e-waste,0
TCA,hazardous,0
TCA,industrial,0
TCA,medical,0
TCA,domestic,0
TCD,agricultural,0
TCD,construction,0
TCD,e-waste,8800
TCD,hazardous,0
TCD,industrial,0
TCD,medical,0
TCD,domestic,1358850.53
TGO,agricultural,0
TGO,construction,0
TGO,e-waste,6400
TGO,hazardous,1900
TGO,industrial,0
TGO,medical,0
TGO,domestic,1109030.45
THA,agricultural,82230000
THA,construction,1100000
THA,e-waste,384233
THA,hazardous,3445000
THA,industrial,37400000
THA,medical,53868
THA,domestic,26853366
TJK,agricultural,0
TJK,construction,0
TJK,e-waste,0
TJK,hazardous,0
TJK,industrial,0
TJK,medical,0
TJK,domestic,1787400
TKM,agricultural,0
TKM,construction,0
TKM,e-waste,22000
TKM,hazardous,1000
TKM,industrial,32300
TKM,medical,0
TKM,domestic,500000
TLS,agricultural,0
TLS,construction,0
TLS,e-waste,3600
TLS,hazardous,0
TLS,industrial,0
TLS,medical,53.66
TLS,domestic,63875
TON,agricultural,0
TON,construction,0
TON,e-waste,300
TON,hazardous,0
TON,industrial,0
TON,medical,102.23
TON,domestic,17238.20175
TTO,agricultural,0
TTO,construction,0
TTO,e-waste,71.07
TTO,hazardous,123914.1
TTO,industrial,0
TTO,medical,250.753
TTO,domestic,727874
TUN,agricultural,4033000
TUN,construction,0
TUN,e-waste,90000
TUN,hazardous,150000
TUN,industrial,116000
TUN,medical,16000
TUN,domestic,2700000
TUR,agricultural,0
TUR,construction,0
TUR,e-waste,623000
TUR,hazardous,3432426
TUR,industrial,0
TUR,medical,0
TUR,domestic,35374156
TUV,agricultural,0
TUV,construction,0
TUV,e-waste,10
TUV,hazardous,0
TUV,industrial,0
TUV,medical,5.72
TUV,domestic,3989.4865
TWN,agricultural,0
TWN,construction,0
TWN,e-waste,14036
TWN,hazardous,0
TWN,industrial,0
TWN,medical,0
TWN,domestic,7336000
TZA,agricultural,0
TZA,construction,0
TZA,e-waste,38000
TZA,hazardous,0
TZA,industrial,0
TZA,medical,0
TZA,domestic,9276995
UGA,agricultural,0
UGA,construction,0
UGA,e-waste,25000
UGA,hazardous,0
UGA,industrial,0
UGA,medical,0
UGA,domestic,7045049.836
UKR,agricultural,8600000
UKR,construction,1400000
UKR,e-waste,277000
UKR,hazardous,448000000
UKR,industrial,587000
UKR,medical,0
UKR,domestic,15242025
URY,agricultural,0
URY,construction,0
URY,e-waste,37000
URY,hazardous,0
URY,industrial,0
URY,medical,0
URY,domestic,1260139.509
USA,agricultural,0
USA,construction,534000000
USA,e-waste,2440000
USA,hazardous,28800000
USA,industrial,7600000000
USA,medical,2600000
USA,domestic,265224528
UZB,agricultural,0
UZB,construction,0
UZB,e-waste,0
UZB,hazardous,0
UZB,industrial,0
UZB,medical,0
UZB,domestic,4000000
VCT,agricultural,0
VCT,construction,0
VCT,e-waste,900
VCT,hazardous,0
VCT,industrial,0
VCT,medical,0
VCT,domestic,31561.34925
VEN,agricultural,0
VEN,construction,0
VEN,e-waste,232700
VEN,hazardous,123157
VEN,industrial,0
VEN,medical,0
VEN,domestic,9779093.14
VGB,agricultural,0
VGB,construction,0
VGB,e-waste,0
VGB,hazardous,0
VGB,industrial,0
VGB,medical,0
VGB,domestic,21099.19
VIR,agricultural,0
VIR,construction,0
VIR,e-waste,0
VIR,hazardous,0
VIR,industrial,0
VIR,medical,0
VIR,domestic,146500
VNM,agricultural,0
VNM,construction,0
VNM,e-waste,141000
VNM,hazardous,2995153.5
VNM,industrial,9600000
VNM,medical,200000
VNM,domestic,9570300
VUT,agricultural,0
VUT,construction,0
VUT,e-waste,300
VUT,hazardous,0
VUT,industrial,0
VUT,medical,139.1
VUT,domestic,70225.489
WSM,agricultural,0
WSM,construction,0
WSM,e-waste,500
WSM,hazardous,0
WSM,industrial,0
WSM,medical,36.14
WSM,domestic,27399.09
XKX,agricultural,3880
XKX,construction,217241
XKX,e-waste,23
XKX,hazardous,495
XKX,industrial,0
XKX,medical,834
XKX,domestic,319000
YEM,agricultural,0
YEM,construction,0
YEM,e-waste,42000
YEM,hazardous,21000
YEM,industrial,0
YEM,medical,0
YEM,domestic,4836820
ZAF,agricultural,0
ZAF,construction,0
ZAF,e-waste,321000
ZAF,hazardous,1319096
ZAF,industrial,0
ZAF,medical,0
ZAF,domestic,18457232
ZMB,agricultural,0
ZMB,construction,0
ZMB,e-waste,15000
ZMB,hazardous,80000
ZMB,industrial,0
ZMB,medical,0
ZMB,domestic,2608268
ZWE,agricultural,0
ZWE,construction,0
ZWE,e-waste,13000
ZWE,hazardous,37346
ZWE,industrial,0
ZWE,medical,0
ZWE,domestic,1449752
